Input,Output,Hidden,Target_p,H,p,FtBin,Parse,Iamb,FootNonfin,Nonfin_ft,WordFootRight,WordFootLeft,AllFeetRight,AllFeetLeft,MainRight,MainLeft,WSP_ft
[L L L L L L L],[L2 L L1 L L L2 L2],[(L2 L) (L1 L) (L L2) (L2)],0.0,-107.46,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L2],[(L2 L) (L L1) (L2 L) (L2)],0.0,-107.46,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L2],[(L L2) (L1 L) (L2 L) (L2)],0.0,-107.46,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L2 L],[(L2) L (L1 L) L (L2 L)],0.0,-107.46,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L L2 L2 L1 L2 L],[L (L L2) (L2) (L1) (L2) L],0.0,-107.65,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L L],[L (L2) L (L2) (L1) L L],0.0,-107.65,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L L2],[(L2 L) L (L2) (L1) L (L2)],0.0,-107.78,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L2 L],[L (L2) L (L2) (L1) (L2 L)],0.0,-107.78,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L2],[L (L2) (L2 L) (L1) L (L2)],0.0,-107.78,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L1 L L L L2],[(L L2) (L1) L L (L L2)],0.0,-107.86,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L L2 L2 L1 L],[(L L2) (L L2) (L2) (L1) L],0.0,-108.07,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L L L1 L],[(L2) L (L2) L (L L1) L],0.0,-108.07,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L L L1 L],[(L2) (L L2) L L (L1) L],0.0,-108.07,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L L L2 L],[(L1) L L L (L L2) L],0.0,-108.08,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L2 L L2 L2 L1 L2],[L (L2) L (L2) (L2) (L1) (L2)],0.0,-108.09,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L2 L L L L1 L2],[(L2) (L2 L) L (L L1) (L2)],0.0,-108.2,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L L1 L L2],[(L2) (L L2) L (L1 L) (L2)],0.0,-108.2,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L1 L L L2 L],[L (L2) (L1 L) L (L2) L],0.0,-108.43,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L L2 L],[(L2 L) L (L1) L (L2) L],0.0,-108.43,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L],[L (L2 L) (L1) (L2) L L],0.0,-108.43,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L],[L (L2) L (L1) (L2 L) L],0.0,-108.43,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L L2],[L (L1) L (L2) L (L L2)],0.0,-107.43,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L L2],[L (L1) (L L2) L L (L2)],0.0,-107.43,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L L2 L2 L2],[(L L1) L (L L2) (L2) (L2)],0.0,-107.43,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L1 L L L L],[(L2) L (L1 L) L L L],0.0,-107.34,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L2 L L L1 L],[(L2) (L L2) L (L L1) L],0.0,-106.98,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L L2 L2 L1 L2],[(L L2) L (L2) (L2) (L1) (L2)],0.0,-107.0,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L L2 L2 L1 L2],[L (L2) (L L2) (L2) (L1) (L2)],0.0,-107.0,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L L L1 L2],[(L2) L (L2) L L (L1) (L2)],0.0,-107.0,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L L L2 L2],[(L1) L L L L (L2) (L2)],0.0,-107.01,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L1 L L2 L2 L L2],[L (L1 L) (L2) (L2 L) (L2)],0.0,-107.04,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L],[(L L2) L (L1) (L2 L) L],0.0,-107.34,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L L2 L],[(L L2) (L1 L) L (L2) L],0.0,-107.34,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L],[L (L2) (L L1) (L2 L) L],0.0,-107.34,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L L2 L],[L (L2) (L1 L) (L L2) L],0.0,-107.34,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L L2],[(L L1) L (L2) L L (L2)],0.0,-107.43,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L L1 L L2 L],[(L2 L) (L L1) L (L2) L],0.0,-107.34,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L L2 L],[(L2 L) L (L1) (L L2) L],0.0,-107.34,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L L1],[(L2) L (L2) L (L2) (L L1)],0.0,-107.42,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L L L2 L1],[(L2) (L2) L L (L L2) (L1)],0.0,-107.42,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L L1],[L (L2) (L2) (L2) L (L L1)],0.0,-107.42,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L L1],[(L2) (L L2) L (L2) L (L1)],0.0,-107.42,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L L1],[(L L2) (L2) (L2) L L (L1)],0.0,-107.42,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L2 L1],[(L L2) (L2) (L L2) (L2) (L1)],0.0,-107.42,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L L1],[(L2) L (L2) (L L2) L (L1)],0.0,-107.42,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L L],[(L L1) (L L2) L L L],0.0,-108.51,-0.73,0.0,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L L1],[L (L2) (L2) (L2) L L (L1)],0.0,-108.51,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L],[(L L2) (L1 L) (L2 L) L],0.0,-109.63,-0.73,0.0,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L2 L1],[(L L2) (L2) L (L2) (L2) (L1)],0.0,-108.51,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L L1 L L2],[(L2 L) (L2 L) (L1) (L L2)],0.0,-108.98,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L2 L],[(L L2) (L2 L) (L1) (L2 L)],0.0,-108.98,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L2 L2 L1 L],[L (L2) (L L2) (L2) (L1) L],0.0,-109.16,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L L2 L2 L1 L],[(L L2) L (L2) (L2) (L1) L],0.0,-109.16,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L L L1 L],[(L2) L (L2) L L (L1) L],0.0,-109.16,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L L L2 L],[(L1) L L L L (L2) L],0.0,-109.18,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L1 L L2 L2 L L],[L (L1 L) (L2) (L2 L) L],0.0,-109.21,-0.73,-1.09,-0.0,-6.77,-0.0,0.0,-3.26,-0.0,-69.43,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L L L2 L2 L1 L2],[(L2 L) (L L2) (L2) (L1) (L2)],0.0,-109.29,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L L1 L L2],[(L2) L (L2) L (L1 L) (L2)],0.0,-109.29,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L1 L2],[(L L2) (L2 L) (L2) (L1) (L2)],0.0,-109.29,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L2 L L L L1 L2],[(L2) (L2 L) L L (L1) (L2)],0.0,-109.29,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L L2 L L2],[(L1) L L L (L2 L) (L2)],0.0,-109.3,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L2],[(L L2) (L L1) (L2) (L L2)],0.0,-109.37,-0.73,-1.09,0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L1 L L L2 L2 L],[(L L1) L (L L2) (L2) L],0.0,-109.6,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L L L],[L (L1) (L L2) L L L],0.0,-109.6,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L L],[(L L1) L (L2) L L L],0.0,-109.6,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L L2 L2 L2 L1],[(L2) L L (L2) (L2) (L2) (L1)],0.0,-109.6,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L2 L1],[L (L2) (L2) L (L2) (L2) (L1)],0.0,-109.6,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L L L2 L2 L2],[L (L1) L L (L2) (L2) (L2)],0.0,-109.62,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L],[(L2 L) (L L1) (L2 L) L],0.0,-109.63,-0.73,0.0,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L2 L],[(L2 L) (L1 L) (L L2) L],0.0,-109.63,-0.73,0.0,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L2 L],[(L2 L) (L L2) (L1) (L2 L)],0.0,-108.98,-0.73,-1.09,0.0,-6.77,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L L1 L2 L2 L L2],[L (L L1) (L2) (L2) (L L2)],0.0,-108.95,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L L L L2],[L (L2) (L1) L L (L L2)],0.0,-108.95,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L2],[L (L2) (L1 L) (L2 L) (L2)],0.0,-108.56,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L2 L1],[L (L2) (L2) (L L2) (L2) (L1)],0.0,-108.51,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L L1],[(L2) L (L2) L (L2) L (L1)],0.0,-108.51,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L L2 L2 L2 L1],[(L2) L (L L2) (L2) (L2) (L1)],0.0,-108.51,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L L L2 L2 L2],[L (L1) L (L L2) (L2) (L2)],0.0,-108.53,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L L2],[L (L1) L (L2) L L (L2)],0.0,-108.53,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L L2 L2 L2],[(L L1) L L (L2) (L2) (L2)],0.0,-108.53,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L2 L],[L (L2 L) (L1) (L2) (L2 L)],0.0,-108.56,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,-0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L2 L2],[(L2 L) (L1 L) L (L2) (L2)],0.0,-108.56,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L2],[(L2 L) L (L1) (L2 L) (L2)],0.0,-108.56,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L1 L],[(L2) (L L2) (L L2) (L1 L)],0.0,-108.62,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L1 L L L L2],[(L L2) (L1) L L L (L2)],0.0,-108.95,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-78.11,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L L L2 L L1],[(L2) (L2 L) (L L2) (L L1)],0.0,-108.62,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L L1],[(L2) (L L2) (L2 L) (L L1)],0.0,-108.62,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L2 L L L L2],[(L L1) (L2 L) L (L L2)],0.0,-108.64,-0.73,0.0,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L],[(L L1) (L L2) L (L2 L)],0.0,-108.64,-0.73,0.0,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L1 L L L2 L L L2],[(L1 L) (L L2) L (L L2)],0.0,-108.64,-0.73,0.0,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L L2 L2 L1 L2 L],[L L (L2) (L2) (L1) (L2) L],0.0,-108.74,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L L],[(L2 L) (L L2) (L1) L L],0.0,-108.85,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L L],[(L L2) (L2 L) (L1) L L],0.0,-108.85,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L2 L1 L2 L2],[L (L2 L) (L2) (L1) (L2) (L2)],0.0,-108.87,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L],[(L L2) (L L1) (L2) L L],0.0,-112.63,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L L1 L2 L L2],[L (L2) L (L1) (L2) L (L2)],0.0,-112.65,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L1 L L L2 L L2],[(L L1) L L (L2 L) (L2)],0.0,-92.37,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L2 L L L2 L L1],[(L2) (L2) L L (L2) L (L1)],0.0,-117.19,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L2 L],[L (L2) (L2) L (L1) (L2 L)],0.0,-116.46,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L L2 L2 L L1 L2 L2],[(L L2) (L2 L) (L1) (L2) (L2)],0.0,-116.46,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L L1 L L2],[(L2) L (L2 L) (L1) L (L2)],0.0,-116.46,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L2 L2],[(L2 L) (L L2) (L1) (L2) (L2)],0.0,-116.46,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L L2],[(L2) (L L1) L L (L L2)],0.0,-116.54,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L L L L1 L],[(L2) (L2) L L (L L1) L],0.0,-116.75,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L1 L],[(L L2) (L2) (L L2) (L1) L],0.0,-116.75,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L L2 L L],[(L1) L L (L L2) L L],0.0,-116.76,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-69.43,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L L2 L2 L1 L2],[(L2) L L (L2) (L2) (L1) (L2)],0.0,-116.77,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L L2 L2 L L2 L1 L2],[L (L2) (L2) L (L2) (L1) (L2)],0.0,-116.77,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-104.15,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L L2 L2 L],[(L1) L L (L L2) (L2 L)],0.0,-116.89,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L L2 L L L2],[(L1) L L (L2 L) (L L2)],0.0,-116.89,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L],[(L2 L) L (L1) (L2) L L],0.0,-117.11,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L1 L L L2 L],[(L2) L (L1 L) L (L2) L],0.0,-117.11,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L L],[L (L2) (L1 L) (L2) L L],0.0,-117.11,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L L L1 L2 L L],[(L2) L L (L1) (L2 L) L],0.0,-117.11,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L L1 L L2 L L2 L],[(L L1) (L L2) (L L2) L],0.0,-117.19,-0.73,0.0,-0.0,0.0,-0.0,0.0,-3.26,0.0,-78.11,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L2 L1],[(L2) (L L2) L (L2) (L2) (L1)],0.0,-117.19,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L L2 L2 L1],[(L2) L (L2) (L L2) (L2) (L1)],0.0,-117.19,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L L1],[(L2) L (L2) (L2) L L (L1)],0.0,-117.19,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L L2 L1],[L (L2) (L2) (L2) (L L2) (L1)],0.0,-117.19,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-112.82,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L2 L2 L1 L L L2],[L (L2) (L2) (L1 L) L (L2)],0.0,-116.46,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-14.33,-0.0,0.0
